handle;displayName;description;centrality;pageRank;community;insideFollowers;followersCount;followsCount;postsCount
yangyangcheng.bsky.social;Yangyang Cheng;Research Scholar at Yale Law School. Particle physicist. Writer at various places.;2,14435403185455e+02;4,76153327004521e-05;4;30;301;48;1
meglovesbugs.bsky.social;Meghan Ward;I have a love/hate relationship with coastal freshwater wetlands 🌱 2024 PhD candidate @ Trent University ;2,10006454619118e+03;6,09984806071325e-05;7;53;175;240;4
drmindyws.bsky.social;Dr. Mindy Westlund Schreiner;"Assistant Prof @ U of U HMHI studying self-injury, suicide, and affective disorders in adolescents using neuroimaging and intervention. Definitely a cat person. She/Her/Hers 
westudybrains.com";7,52750592325946e+02;4,52974403200653e-05;5;46;133;138;34
aishaburton.bsky.social;Dr. Aisha Burton;Microbiologist | Educator | PRAT Post Doc @ NIH | Incoming Assistant Research Prof @ Cornell Micro | Studying small proteins |💛🐩💙 | burtonlab(dot)com | Views are my own;8,18327703360556e+02;6,33413281124807e-05;6;59;191;165;14
littleblackcat.bsky.social;Jerynn Stryker;Psychology at UofG. Insatiably curious. Outdoors enthusiast. Autistic. PTSD survivor. Moral psychology, punishment, power dynamics, trauma, bystanders, mobbing, narratives, misinformation, socially constructed identity. They/them.;3,69378540749414e+03;3,85390801378197e-05;5;36;90;278;6
connyaust.bsky.social;Cornelia Aust;historian of Jewish history, @Steinheim-Institut, @SFB 1288, Uni Bielefeld, traveler, mother of two, Zweitwohnsitz DB;5,91552190544142e+02;4,97984348365862e-05;8;37;129;155;0
christalaser.bsky.social;Law Prof. Christa Laser | Innovation and IP Law;"A professor helping you learn innovation law. Wife & mother. Photographer. Investor. Dancer.
Www.Christalaser.com";1,78089171052156e+02;5,80516438522069e-05;1;36;122;27;8
ecoevogal.bsky.social;Dr. Sarah Renee Phillips;"EEB Postdoc, Yale University
Scientist studying primate immunity & infectious disease. www.sarahreneephillips.com #greatapes #genetics #immunity #parasites #viruses

#activist #feminist #musiclover #poet #songwriter #Queen #mostlynoncompliant ";1,04770516125339e+03;5,23019025606526e-05;7;40;103;119;29
katherinemcdon.bsky.social;Katherine McDonald ;Classicist and linguist, Durham.;1,98997750641956e+03;7,76526774862258e-05;8;59;305;245;23
saditious.bsky.social;The Shade of Kenneth;1st year DPhil @ University of Oxford | Researching Spinoza and the history of materialism in France | also French post-structuralism (esp Deleuze) & Marxism | Co-host Zer0/Repeater Books Podcast | he/him;1,49558455187421e+03;5,15777078307236e-05;3;36;111;151;80
nconstantinidou.bsky.social;Natasha Constantinidou;"Historian of early modern European ideas and culture, researching (Greek) early printed books; co-ordinator of #HorizonEurope #GrECI project http://greci-twinning.org";4,96079477830038e+02;5,43711171532435e-05;8;48;121;108;12
duxfeminafacti9.bsky.social;Alicia Matz;PhD candidate at Boston University. Augustan poetry, gender/sexuality, reception, Tolkien. Working on a dissertation on Diana. Disability advocate. T1D 28 years. She/her.;5,49062274271601e+03;6,59414494825321e-05;8;51;319;288;55
atsypes.bsky.social;Aliona Tsypes;Assistant Professor at PittPsychiatry|Clinical psychologist|Studying suicide, protective factors, reinforcement learning, EEG/ERP🧠. She/her.;1,38350869530425e+03;5,30084466346268e-05;5;54;105;141;2
zolam.bsky.social;ZLibrarian;Librarian, researcher, writer, gardening, arts, collaboration, communities, listening, dancing. Past film festival curator, 19 yrs. She/her.;1,00940111010094e+04;7,75895302641733e-05;3;44;453;1148;17
ruthdav.bsky.social;Ruth Davidson ;Historian of women, welfare and activism. Currently researching working class women’s welfare campaign’s in twentieth century Britain. ;4,75882263085314e+02;5,22103463415262e-05;8;37;97;128;5
guerrero.bsky.social;Rafael Guerrero;Population genetics, evolution | Asst Prof @ NC State | él/him 🇨🇴;1,46302694845245e+03;9,27026894425905e-05;6;84;178;158;18
mafnoor.bsky.social;Mohamed Noor;Interim Vice Provost for Academic Affairs at Duke University. Genetics/ evolution. Science consults for #StarTrek, & speak/videos/write on science in sci-fi. Personal acct. (he/him/his);2,63241455573975e+02;8,85519553246579e-05;6;81;390;40;49
rbtownsend.bsky.social;Rob Townsend;"Director, American Academy of Arts and Sciences humanities, arts, and culture programs; Humanities Indicators (http://bit.ly/1vcZlh4); and D.C. office. Quotes and RTs ≠ opinions.";1,04815390999847e+03;5,74399647835981e-05;8;49;157;86;85
andreashorn.bsky.social;Andreas Horn;"Neuroscientist at the Center For Brain Circuit Therapeutics at Brigham & Women's Hospital, Mass General Hospital and Harvard Medical School.
Head of the Netstim Laboratory. Author of Lead-DBS & the Stimulating Brains Podcast.";2,63264523888439e+02;7,72329867912009e-05;5;93;255;72;5
taliabrandman.bsky.social;Talia Brandman;"Neuroimaging, functional brain networks, neuro-cognitive fluctuations, vision neuroscience, predictive processing, emotional regulation, neuromodulation.

Principal Imaging Scientist @ GrayMatters Health
Part-time consultant for @ Malach lab @ WIS";8,34997982248938e+02;4,88638625622824e-05;5;49;86;120;16
sydonahi.bsky.social;Dr. Heloise Stevance ;"Astrophysicist at Oxford Uni - Schmidt A.I. in Science Fellow. ADHD. she/they

90% Shit posting 10% good advice. Roll a Wisdom check to figure out which is which 

hfstevance.com";6,47745293063883e+02;9,34077267171804e-05;7;75;715;97;237
betsysneller.bsky.social;Betsy Sneller;Asst prof linguistics @ Michigan state. I like cats, fiber arts, people. I’ll finish the rest of this later.;4,19701456079502e+03;1,17577279929366e-04;5;108;448;159;619
iamdylanlewis.bsky.social;Dylan Lewis;"¶Texan in Washington DC ¶PhD candidate in C17 & C18 literature, book history, & bibliography ¶Gaymer ¶Librarian-in-training ¶Probably on a train ¶He/Him 🇺🇸🇩🇪🏳️‍🌈

https://linktr.ee/iamdylanlewis";9,25345328232269e+01;5,28222104743029e-05;8;45;233;77;6
philgoretrout.bsky.social;Phillip Hintikka Kieval;"PhD candidate working on foundations of ML and mathematical modeling in science, AI, philosophy of neuroscience, social and political philosophy

phkieval.com";8,95460240904907e+02;4,51668752633826e-05;3;34;57;92;4
lauradugue.bsky.social;Laura Dugué;"Associate Professor in cognitive computational neuroscience at Université Paris Cité and CNRS.

Interested in attentional rhythms, oscillations, neuroimaging (M/EEG, TMS, fMRI), behavior, computational modeling.

www.duguelab.com";4,63874139297607e+02;5,35595760040889e-05;5;57;125;136;5
ericshattuck.bsky.social;Eric Shattuck;Biological anthropologist working to understand what people do when they're sick and why. Assistant Professor at FSU;2,84941797823662e+03;5,93193222005975e-05;5;52;122;153;7
grammer.bsky.social;Jennie Grammer;associate professor at ucla • interests: child development, classrooms, and brains . . . and rifle (who is the best dog);3,67327690206271e+02;5,10356327331571e-05;5;50;93;77;7
willthewordguy.bsky.social;Will Mari ;Media historian/dog/human dad/husband/flawed Christian/hiker/dancer;2,84396119990562e+03;4,65413184269270e-05;3;32;110;126;186
larocklab.com;Christopher LaRock;Associate Professor of Microbiology & Immunology with interests in host-pathogen interactions, cell death, inflammation, academia, mentoring. Opinions are own;2,93877732577409e+03;7,01737985503951e-05;6;74;232;296;2
carllandauer.bsky.social;Carl Landauer;"Visiting Scholar, UC Berkeley Institute for South Asia Studies. Lawyer, international legal historian, cultural historian, and contributing editor to Berkeley-based ""Poetry Flash."" 

https://berkeley.academia.edu/CarlLandauer";1,84819477123329e+03;4,54264669444907e-05;1;32;62;114;8
sam-science.bsky.social;Dr. Sam Anderson;postdoc at simon fraser university // thinking about heatwaves, glaciers, rivers, and us // he/him;1,10719665037809e+03;5,26692535280941e-05;7;44;179;157;10
danielhandwerker.bsky.social;;Neuroscience & fMRI methodology researcher. Views are my own.;1,80078339757321e+03;5,30193119398785e-05;5;46;89;131;35
gunuvar.bsky.social;güneş ünüvar 🛸;"mostly space law and policy 🚀 editor-in-chief @pulsar 🪐senior research fellow @max planck institute luxembourg 
https://medium.com/pulsar-by-alpha-persei 🌍";7,34464879002400e+02;4,76495751115217e-05;1;40;111;98;35
jasonchin.bsky.social;Jason Chin;"Evidence law, metaresearch, forensic science, and criminology at ANU Law. 
https://law.anu.edu.au/people/jason-chin ";1,78874963715875e+03;5,88891040798387e-05;5;44;85;89;14
pedroleao.bsky.social;Pedro Leão;"Ph.D. in Microbiology 🔬🧲 | proud Brazilian scientist 🇧🇷 | Postdoc at @UTMSI at Baker Lab 🇺🇲 | Unfolding the diversity of Archaea (and viruses) one sample at a time 🌊
linktr.ee/Pedro_Leao";4,69737209896714e+03;6,69963186129626e-05;6;76;264;238;93
arapaerangicom.bsky.social;Te Ara Paerangi Com - Research Advocacy Capability;"We are a community of people working together for a better collective future using research, advocacy, and capability building. We are based in Aotearoa New Zealand.
Come join us. https://te-ara-paerangi.community";1,63832977279452e+03;4,63586011860074e-05;7;36;367;409;434
nicolenelson.bsky.social;Nicole Nelson;Emotion and developmental psychology at the University of Adelaide. Studying emotions, kids, and all occasions where they intersect. Ex-pat 🇺🇲, living in 🇦🇺, arrived by way of 🇨🇦.;2,20382985731857e+02;4,99360359974026e-05;5;41;65;83;4
ilanabennett.bsky.social;Ilana Bennett;Associate Professor of Cognitive Neuroscience at UC Riverside studying brain aging and learning and memory ;1,51311942900190e+03;5,24861409072072e-05;5;53;77;111;1
phernandez.bsky.social;Patricia Hernandez;President of SICB, Ostariophysan enthusiast, functional morphologist, larval fish biologist, morphological novelty, she/her/ella;2,20063769000049e+03;8,77121149909025e-05;7;53;202;180;0
margaretgalvan.bsky.social;Margaret Galvan;Asst Prof in visual rhetoric. In Visible Archives out NOW from U Minnesota Press! 2021-22 Stanford Humanities Center faculty fellow researching LGBTQ cartoonists.;8,66196647328512e+02;5,13676729547758e-05;8;37;189;189;26
mdappeal.bsky.social;Steve Klepper;Baltimore-based MD & DC appellate lawyer. ;4,00328659638599e+02;8,90811641007177e-05;1;43;234;115;14
jayayjay.bsky.social;counselor jj;“Relatively informative” in-house lawyer.  It depends. 🤷‍♀️;1,51212772547452e+02;5,95492885937389e-05;1;42;244;196;8
mgreinecke.bsky.social;madeline g. reinecke;"Current postdoc at Oxford; PhD at Yale; former DeepMind intern.
Goes by “Gracie.” Researches moral cognition + AI. she/her/hers

www.mgreinecke.com";6,20293506384273e+02;5,22068604839494e-05;5;41;65;123;1
dreddieclark.bsky.social;Eddie Clark;"Senior Lecturer at VUW Faculty of Law. Administrative law and public law theory.

Assorted nerdy things.

Publicwrongs on the bird site.";3,49275380827086e+03;6,56149753135552e-05;4;44;1031;255;1499
drahbutler.bsky.social;Dr. Amy H Butler;Atmospheric Scientist at NOAA Chemical Sciences Laboratory, atmos dynamics/chemistry-climate, polar vortex expert. Views expressed are mine.;3,98805185458330e+02;7,10382562004938e-05;7;36;283;184;25
ginalewin.bsky.social;Gina Lewin;"Assistant Prof at Case Western studying microbial interactions in the oral microbiome (and beyond!). Also find me outside, baking, coloring, or sleeping.

thelewinlab.com";4,25080716544190e+02;5,82068058550289e-05;6;56;138;146;3
enorcliffe.bsky.social;Elisabeth Norcliffe;Linguist and psycholinguist. Marie Skłodowska-Curie Fellow at the University of Oxford;3,00383359697663e+03;6,97558486800960e-05;5;63;156;185;0
britobabylab.bsky.social;ISLAND Lab;We are a research lab at NYU studying early learning & brain development! 🐘👶🏽🧠 PI: @nataliebrito;3,87755860188709e+02;5,08823606021841e-05;5;52;101;152;0
javiersuarez.bsky.social;Javier Suárez;"Assistant Professor University of Oviedo, PI Jagiellonian University.
Studying the metaphysical foundations of the life sciences, with special interest in evolution
https://javiersuarezphilosophy.wordpress.com/";3,79778652375683e+02;4,84110723085853e-05;3;42;73;76;4
clevitan.bsky.social;Carmel Levitan;Cognitive Scientist/Teaching Center Director @ Occidental College. Interests include multisensory perception, food/flavor, collaborative open science, clean air, education, LGBTQ+ support. She/they.;9,12915175820833e+03;5,56650729504004e-05;5;51;107;365;4
jaapgeraerts.bsky.social;Jaap Geraerts;"Historian: practice of religious toleration; early modern Catholicism; Dutch Republic; digital humanities. Based at IEG Mainz. Fan of metal 🤘 and PSV. Out now: https://tinyurl.com/ycd5cpcj";2,14681102739151e+03;6,67327031107695e-05;8;52;183;222;12
rwmartin.bsky.social;Rachel W. Martin;"I stage tiny, elaborately choreographed musicals starring nuclear spins.

Lab website: probemonkey.com";3,48672136449826e+03;6,30741153283895e-05;7;48;362;613;306
metaomicsnerd.bsky.social;Dr. Katharine Dickson;Postdoc @ Hess Lab @ UC Davis. Engineering cattle microbiomes to reduce the methane they emit. Looking to get into climate science policy with a focus on agricultural methane emissions. Bluesky’s first Anaerobic Fungi Guru. She/her.;6,66797540919453e+03;4,27612077061873e-05;7;36;176;358;255
merleing.bsky.social;Merle Ingenfeld ;Research coordinator by day, aspiring historian by night. ;5,85068959438388e+02;4,75643068632423e-05;8;35;124;140;16
hitenmadhani.bsky.social;Hiten Madhani;Professor/Vice-Chair @UCSF Dept. of Biochemistry and Biophysics | Epigenetics | RNA | Host-pathogen interactions | Cryptococcus neoformans | https://madhanilab.ucsf.edu ;1,19828990799169e+04;1,28106393053703e-04;6;130;545;576;75
adammsowards.bsky.social;Adam M. Sowards;"Freelance writer, editor, historian. 
Words all over. Usually about ""the environment."" 
Rooted in the Pacific Northwest. 
Web: https://adamsowards.net/
Newsletter: https://adamsowards.substack.com/
Links: https://campsite.bio/adamsowards";3,82677630058486e+03;6,26164092877995e-05;3;40;138;296;113
sedgeochem.bsky.social;Benjamin Gill;Biogeochemist. Dad. Earth Historian. Gardener. Associate Professor in the Department of Geosciences at Virginia Tech. He/him.;1,80772078289277e+03;9,28927709713284e-05;7;61;254;213;52
andrewhardaway.bsky.social;Andrew Hardaway;"Nerd. Husband. Dad. Human being. Neuroscientist. Flawed. Occasionally opines on football, storms, and breakdancing. He/him

https://hardawaylab.org/
";7,58308034231811e+03;8,64358857635062e-05;5;92;260;398;435
zviroth.bsky.social;Zvi Roth;Neuroscience research fellow @ Tel Aviv University. Using fMRI to study the human visual system.;2,66106121498100e+02;5,42182425013473e-05;5;48;97;129;0
rheaclassical.bsky.social;Rhea Classical Reviews;"An online, open access book review journal that prioritizes emerging and underrepresented scholarly voices in Ancient Mediterranean Studies.

Website: rheaclassicalreviews.com";7,30439310836401e+02;7,08255103379998e-05;8;55;453;357;16
genderscilab.bsky.social;GenderSci Lab;Feminist research lab at Harvard University dedicated to generating concepts, methods, and theories for scientific research on sex and gender.;8,67187915094943e+02;5,02657367989096e-05;3;43;134;30;23
mostlymicrobes.bsky.social;Anne Estes;#scimom #scicomm sharing stories of our #microbe world. Assistant Professor @TowsonU! @microbialTowson @craftymicrobiology #microbiome #GirlScoutAlum #GSleader www.mostlymicrobes.com;4,63900925688134e+03;7,47527984683552e-05;6;84;219;387;24
hainerlab.bsky.social;Sarah Hainer;Assistant Prof @PittBioSci studying transcription dynamics and chromatin biology | passionate about equity in STEM | she/her;2,13989145552662e+02;6,43696254674189e-05;6;62;265;148;11
paolabertucci.bsky.social;Paola Bertucci;"Historian of science, medicine, technology, and material culture at Yale. Early modern addict.
Newest book: https://www.press.jhu.edu/books/title/12934/land-marvels";8,97788958411161e+02;6,25053358355827e-05;8;53;100;95;2
cbseaman.bsky.social;Chris Seaman;Law professor at @wlulaw teaching IP, property & election law. Husband of @elyons822. Childhood cancer dad.🎗️Pro-public education. All opinions my own.;2,57165818479200e+02;6,10600331266614e-05;1;39;115;100;6
lgarrido.bsky.social;Lúcia Garrido;Cognitive neuroscientist at City, University of London. Interested in vision and social perception, especially in how we perceive information from faces and voices.;5,15680344861076e+02;5,38990427530214e-05;5;56;93;131;10
sahilluthra.bsky.social;Sahil Luthra (he/him);Postdoctoral researcher at Carnegie Mellon studying how our brains help us understand language. My character flaw is my fondness for 80s music;2,12324687540131e+02;4,64801569200748e-05;5;42;90;93;4
danielmartin.bsky.social;Dr. Daniel Martin ;Associate Prof at MacEwan University in Edmonton AB, Canada. Victorian literature, dysfluency studies, literary theory, some trains and accidents. Writing a book about stuttering. He/him. ;6,89403215105381e+02;5,74228774024120e-05;8;42;104;116;82
hestersrariteiten.bsky.social;Hester Loeff;Cabinet of Curiosity maker, curator Naturalia van het Koninklijk Zeeuws genootschap der Wetenschappen. Foraminiferen onderzoeker Naturalis, naturalia collector, taxidermy student. MBC lid. Bedenker van het innerlijke hond concept. ;4,25042607146530e+03;4,90679569723985e-05;7;36;2221;1027;6198
rachelaharrison.bsky.social;Rachel Harrison;Postdoc at CISA. Studying social learning in humans and other primates. ;7,94574064871572e+02;4,91946333713190e-05;5;44;96;78;1
busrato.bsky.social;Büşra Tanrıverdi;PhD student @ Temple University | studies memory, emotion & trauma;2,57798422429795e+03;6,61575308698417e-05;5;72;123;149;16
raufs.bsky.social;Rauf Salamzade;Grad student @UWMadison & MDTP (he/they). Interested in microbial ecology & evolution. ;4,67508125125186e+03;9,79696935721447e-05;6;109;244;410;10
jmacalad.bsky.social;Jenn Macalady;Scientist, caver, astrobiologist, microbe hunter, parent, parlo italiano 🇮🇹, she/hers #geomicrobiology @BanfieldLab #soil @ucdavis #geology and #soccer @CarletonCollege;2,08857895071098e+03;5,50886809403081e-05;6;45;155;159;40
skepticalscience.bsky.social;Skeptical Science;Non-profit science education organization building public resilience against climate misinformation. More at http://sks.to/welcome;4,99385644028664e+02;6,72934979192897e-05;7;39;318;49;30
rachelmoran.bsky.social;Rachel Moran;Assistant Professor at Texas A&M Biology. Studying complex trait evolution and species diversification in fishes using behavioral and -omics approaches. she/her;2,36533985237116e+03;7,93172772852521e-05;6;73;229;274;5
anarparikh.bsky.social;Anar Parikh, PhD;"inconsistent writer & podcaster | consistent succulent germinator | doing language policy & planning on Mvskoke Creek & Cherokee lands

location: the millenial soundscape ";5,84799151385033e+02;5,81045385653409e-05;3;41;137;106;272
drnathanasmith.bsky.social;Dr. Nathan A Smith;Neuroscientist, Martial Artist, and Activist ;7,25716488351252e+02;6,21924626071563e-05;5;70;165;121;54
itsdrhand.bsky.social;Dr. Molly Hand;Associate lecturer/internship director, Florida State University English. Dog mom, early modernist: animals/eco/occult. She/her.;3,75259205140189e+03;5,15643903312720e-05;8;40;131;148;28
kmaclea.bsky.social;Kyle MacLea 🦠;"I study microbes (#Bacteria, #Phages) but love the whole #TreeOfLife @UofNH
 @UNHManchester associate professor #MicrobialGenomics #ScienceEd (he/him/his)";1,52322905521525e+04;7,03148273361902e-05;6;82;185;326;38
centrevictorian.bsky.social;centrevictorian.bsky.social;"The UK's oldest Centre for Victorian Studies based at the University of Leicester. Follow to stay up to date with the community!

Find us: linktr.ee/centreforvictorianstudies";3,20606510222845e+03;5,39924060960825e-05;8;49;178;533;0
jamesmcgraw.bsky.social;James McGraw;Quantitative Researcher & Clinician at BGSU & Canandaigua VAMC | I study suicide prevention, LGBTQ+ mental health, & behavioral interventions | Level 14 Cleric. #Dodgers;7,77295480407720e+02;4,50716358410556e-05;5;38;124;151;4
rudyvdbrink.bsky.social;Rudy van den Brink;"Postdoc in decision neuroscience, Hamburg, Germany
ruudvandenbrink.net";3,78157132720948e+02;4,63068038049537e-05;5;48;76;121;1
candrewfrank.bsky.social;C. Andrew Frank;Husband, dad to 3, son, brother, uncle, cousin, nephew. Fruit fly neuroscientist, geneticist. Associate Professor, University of Iowa. He/him. ;3,47217715670501e+03;8,61444117305188e-05;5;90;212;202;12
amarsahay.bsky.social;Amar Sahay;"Professor @ MGH & Harvard Medical School. Hippocampus + Cognition. www.sahaylab.com

Engineering gain-of-function strategies to restore, maintain and enhance cognition since 2011. 

Marathoner. Shark diver. Husband. Dad of human and wirehaired doxies";2,08361725642345e+02;6,25664128222265e-05;5;64;159;106;28
philommeides.bsky.social;Rachel;PhD in philosophy (Plotinus on matter). Maritimer. Embodiment of 😭 emoji. Film photography and baking enthusiast. Teaching Great Books.;1,40789760761943e+03;4,87567714410814e-05;3;34;138;124;87
drjlgreenlee.bsky.social;Jessie Greenlee;"Assistant Professor @ Lafayette College. Developmental Scientist. Stats nerd. Autism researcher. 
Science for all.
She/Her
Opinions my own. ";1,27979067058092e+02;3,71313827573884e-05;5;39;98;39;25
jpverta.bsky.social;Jukka-Pekka Verta;Evolutionary geneticist • MSCA fellow •  University of Helsinki 🇫🇮 • Concordia University 🇨🇦 • Soon: Associate Professor Nord University 🇳🇴• Fish lover;3,66783065320561e+03;5,55403260943936e-05;6;53;182;264;27
amann.bsky.social;Andrew Mann ;Assistant professor at UNC Chapel Hill studying young exoplanets and the stars they orbit. Dad to one human and one cat. He/Him. 🏳️‍🌈 💗💜. http://andrewwmann.com;7,51980740045676e+02;7,11535534191291e-05;7;47;463;231;442
janhaaker.bsky.social;Jan Haaker;"Social learning
Neuropharmacology
@Isnlab.bsky.social
Alumnus @Junge_Akademie";7,80228272895154e+03;6,82218723679023e-05;5;81;200;247;14
osirisrankin.bsky.social;Osiris Rankin;Clinical psychology PhD student at Harvard. Community college graduate. I study people’s ideas about life, death, suicide, & seeking support | science of science | diversity;4,80506007946094e+03;6,50509388983301e-05;5;54;141;274;9
ashleyfsanders.bsky.social;Ashley Sanders;Postdoc @ WashU | Developmental cognitive neuroscience | Impacts of childhood socioeconomic & environmental disadvantage on brain development | Cerebellum | she/her | On the faculty job market!;6,60444878779819e+02;4,24590227035884e-05;5;44;98;170;8
amycchambers.bsky.social;Dr Amy C. Chambers 🧬🎬🍿;"science/culture • history/theory • media #WomenInSTEM #SciEnt #SciComm #WomenMakeSF #WomenMakeSFPod  
she/her/Dr | https://linktr.ee/amycchambers";1,33597541108663e+03;4,60556369482931e-05;8;34;108;129;6
doctor-bob.bsky.social;Bob Wilson;"Computational neuroscience of reinforcement learning and decision making 

https://u.arizona.edu/~bob/";1,59148214480862e+02;4,92101553816938e-05;5;41;95;61;0
jatallah.bsky.social;Joel Atallah ;Associate professor in genomics and developmental biology at the University of New Orleans. Dad×3. I post about science, parenting, culture and world events.;2,01476136812715e+04;7,61216083478304e-05;6;82;271;757;41
sandropology.bsky.social;Sandro Eich;#FirstGen Researcher @staenglish | troublemaker in HE @ucustandrews | whistleblowing narratives | Libraries 📚 | he/him | 🌈🏴󠁧󠁢󠁳󠁣󠁴󠁿| secretary of @BACLS_official ;4,39265728296557e+03;5,08675708877575e-05;8;42;169;253;31
helenagellersen.bsky.social;Helena Gellersen;"Postdoc at German Center for Neurodegenerative Diseases studying Alzheimer’s disease, ageing, memory, and the brain; PhD at University of Cambridge; author, half-decent dancer, chronic science (fiction) over-analyser.";2,49488568303676e+03;5,98648150865675e-05;5;63;105;216;3
charityedwards.bsky.social;Charity Edwards;"architect : lecturer : phd candidate | urban x ocean x space research | my views, not those I work for | she/her ✨🏢✨🌊✨🛰️✨

👉 https://www.instagram.com/charityedwards/";3,51886530646755e+03;4,48686981414124e-05;3;35;123;448;32
jelliedsours.bsky.social;Jodie Russell;Feminist philosopher of mind at the University of  Edinburgh interested in psychiatry, medicine, and phenomenology. Organiser of EPiPHENy(she/her);5,27315774375411e+02;4,18327952347365e-05;3;38;107;125;9
benjaminwkatz.bsky.social;Benjamin Katz;Clinical Psychology PhD Candidate at UW-Milwaukee | PTSD, DBT, & LGBTQ+ research | they/them | views my own;8,31378404573950e+02;5,87255206538458e-05;5;64;202;125;30
willemsenanouk.bsky.social;Anouk Willemsen;"Scientist working on genome evolution, viruses, computational molecular evolution, and experimental evolution. 👩🏼‍🔬 🇪🇺🇳🇱🇪🇸🇫🇷🇦🇹

https://awillemsen.weebly.com/";9,02363671987006e+02;5,08715330757093e-05;6;50;161;130;21
quidamabo.bsky.social;Evan Jewell;Assistant Professor of History at Rutgers University - Camden. Roman history, epigraphy, archaeology inter alia. Views are my own. He/him.;2,16810285919420e+03;8,13828800300746e-05;8;60;334;271;66
krutika.bsky.social;Krutika Amin;"Health policy at KFF. Health economics PhD. 
That person in your feed cross-posting on multiple platforms 🤷🏽‍♀️ hoping Bluesky is the one. #healthpolicy #healthecon
https://www.kff.org/person/krutika-amin/";2,14941294514593e+02;4,87646969918416e-05;2;30;149;129;28
jenmcp.bsky.social;Jen McParland;Lecturer in APD #HigherEd. Learning Design. Optimistic digital educationalist, love pedagogical stuff-hate pronouncing it. #SFHEA #CMALT;3,25404219811425e+03;5,13214886364312e-05;3;44;166;309;9
sgribaldo.bsky.social;Simonetta Gribaldo;"Evolutionary microbiologist. Head of lab at Institut Pasteur, Paris. Microbial diversity, systematics, and evolution. Phylogenomics, Tree of Life.
https://research.pasteur.fr/en/team/evolutionary-biology-of-the-microbial-cell/
";3,10843751903296e+03;6,51965543484150e-05;6;70;278;202;8
jenandrella.bsky.social;Jen Andrella;Andrew W. Mellon Postdoctoral Fellow in Digital Humanities at Knox College | Historian of the US West, Native American history, and Reconstruction jenniferandrella.com | knoxabolitionlab.org ;6,14056901498066e+02;5,24917155623136e-05;8;43;113;142;9
jmourabarbosa.bsky.social;Joao Barbosa;"Computational neuroscientist interested in how computations enabling cognition are distributed across brain areas. 

Expect neuroscience and ML content.";3,68662505972453e+02;7,19268080454886e-05;5;77;193;90;30
jrfehleison.bsky.social;Dr. Jill Fehleison ;Historian of the Reformation. Currently researching caregivers of the Reformation. Professor of History & Interdisciplinary Studies. Director of Gen Ed. Mom of a Swiftie and 2 Rescue Dogs. 💪🐶;5,85339995180334e+02;4,45634468685207e-05;8;34;85;102;99
akist.bsky.social;Audrey Kist;"🧠 Cognitive Neuroscience PhD | Psychiatry, deep brain stimulation, electrophysiology | UGA, Grenoble, France. Next stop: UCSF Psychiatry Dpt | Piano, violin, guitar, drums and other things that make noise | She/her. 
";1,75340310189045e+03;4,10221472386521e-05;5;46;99;167;37
superrsema.bsky.social;Sema Quadir PhD;"studying the effects of alcohol on the brain

Postdoc at Northwestern. Prev at UNC, Boston University, and UCSB.

She/hers";8,15220258401428e+02;5,97122712184367e-05;5;62;138;194;7
vjthakk.bsky.social;Vishal Thakkar, PhD;"Instructor of Psychology/Psychiatry, UTSW Medical Center

Passionate about scholarship of teaching and learning, non-invasive neuromodulation, language, and memory.

he/him/his

Website: www.vthakkar.com";1,03717668048490e+03;4,25566357089233e-05;5;37;76;157;3
tbmorrone.bsky.social;Tara Baldrick-Morrone;Postdoc in Critical Classical Studies at Brown | academic-y posts about the use of ancient histories to restrict US reproductive healthcare | fun posts about horror;4,50435194470799e+02;5,40066073989025e-05;8;38;214;172;121
katiemattaini.bsky.social;Dr. Katie Mattaini;Bio lecturer Tufts Biology. Inclusive pedagogy, active learning, grading for growth. Avid crafter. She/her/hers.;2,28063248322402e+03;5,31312378155574e-05;3;47;198;188;131
gwalchbach.bsky.social;David Cooke;"Previously, horticulturalist, archaeologist, archivist and writer. Currently PhD candidate  - ""Sport in Carmarthenshire and Pembrokeshire, 1804-1881""";1,78229828689914e+03;5,45808971385080e-05;8;41;148;285;35
marsniv.bsky.social;Martin ;philosophy and neuroscience ;9,49251887922975e+02;5,29311495618401e-05;3;40;95;88;36
bengoldfarb.bsky.social;Ben Goldfarb;Independent conservation journalist. Author of CROSSINGS, a book about #roadecology, and EAGER, on beaver belief.;4,99755464712137e+02;6,28388700654224e-05;7;42;407;86;25
mauritiantales.bsky.social;Nussaïbah Raja;palaeobiologist. applied data scientist. social justice. ethics. she/her. views my own.;4,15564632946151e+03;6,82334327787893e-05;7;50;158;164;58
exp-evoeco.bsky.social;Martin Turcotte ;Assist. Prof. (U. of Pittsburgh). Lab studies reciprocal interactions between rapid evolution and ecology using experimental evolution in duckweed. Exploring species coexistence, polyploidy, and ecotoxicology… www.martinturcotte.net;2,11923737476137e+03;8,57287421728382e-05;6;89;277;276;7
bexistorian2.bsky.social;Becky Pratt-Sturges ;"PhD, art historian and medievalist,  first-gen; public humanities & museum studies assoc. teaching prof. medieval hunting manuals and castle wall paintings";1,01953672135821e+03;4,91068846110743e-05;8;41;126;184;43
